_id,year,county,hospital,oshpdid,system,type of report,performance measure,# of adverse events,# of cases,risk-adjusted rate,hospital ratings,latitude,longitude
9458,2019,Los Angeles,Glendale Memorial Hospital and Health Center,106190522,Dignity Health,PSI,Postoperative Sepsis,3.0,596.0,0.63,As Expected,34.1284,-118.257
9459,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,PSI,Postoperative Sepsis,2.0,510.0,0.95,As Expected,34.22138,-118.456
9461,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,IMI,Acute Stroke Hemorrhagic,0.0,5.0,0.0,As Expected,34.22138,-118.456
9463,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,IMI,Pneumonia,1.0,108.0,0.7,As Expected,34.22138,-118.456
9465,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,IMI,Hip Fracture,1.0,41.0,0.9,As Expected,34.22138,-118.456
9466,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,IMI,Heart Failure,3.0,277.0,0.9,Better,34.22138,-118.456
9467,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,IMI,GI Hemorrhage,0.0,122.0,0.0,As Expected,34.22138,-118.456
9468,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,IMI,AMI,2.0,14.0,6.3,As Expected,34.22138,-118.456
9470,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,IMI,Acute Stroke Ischemic,1.0,47.0,1.2,As Expected,34.22138,-118.456
9471,2019,Los Angeles,Mission Community Hospital – Panorama Campus,106190524,Independent/Other,IMI,Acute Stroke,1.0,53.0,1.7,Better,34.22138,-118.456
9474,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Carotid Endarterectomy,0.0,56.0,0.0,As Expected,33.80801,-118.185
9475,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Pneumonia,9.0,263.0,4.0,As Expected,33.80801,-118.185
9476,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,PCI,12.0,302.0,5.3,As Expected,33.80801,-118.185
9477,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Hip Fracture,3.0,133.0,2.0,As Expected,33.80801,-118.185
9478,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Heart Failure,20.0,858.0,2.6,As Expected,33.80801,-118.185
9479,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,GI Hemorrhage,5.0,384.0,1.2,As Expected,33.80801,-118.185
9480,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,AMI,20.0,385.0,5.5,As Expected,33.80801,-118.185
9481,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Acute Stroke Subarachnoid,1.0,18.0,6.9,As Expected,33.80801,-118.185
9482,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Acute Stroke Ischemic,22.0,535.0,4.4,As Expected,33.80801,-118.185
9483,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Acute Stroke Hemorrhagic,36.0,146.0,22.9,As Expected,33.80801,-118.185
9484,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Acute Stroke,59.0,699.0,8.6,As Expected,33.80801,-118.185
9485,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,AAA Repair Open Unrupture,0.0,5.0,0.0,As Expected,33.80801,-118.185
9486,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,AAA Repair Endo Unrupture,0.0,25.0,0.0,As Expected,33.80801,-118.185
9487,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,CABG,Isolated CABG Operative Mor,4.0,132.0,3.115724,As Expected,33.81,-118.19
9488,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,IMI,Pancreatic Resection,2.0,14.0,9.0,As Expected,33.80801,-118.185
9489,2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,MemorialCare,PSI,Postoperative Sepsis,15.0,3672.0,0.44,As Expected,33.80801,-118.185
9490,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,Heart Failure,28.0,650.0,3.5,As Expected,34.13603,-118.038
9491,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,Pneumonia,18.0,337.0,4.0,As Expected,34.13603,-118.038
9492,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,PCI,6.0,186.0,2.1,As Expected,34.13603,-118.038
9494,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,Hip Fracture,7.0,167.0,4.4,Worse,34.13603,-118.038
9495,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,GI Hemorrhage,5.0,280.0,1.9,As Expected,34.13603,-118.038
9496,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,Carotid Endarterectomy,0.0,12.0,0.0,As Expected,34.13603,-118.038
9497,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,AMI,12.0,253.0,3.6,As Expected,34.13603,-118.038
9498,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,Acute Stroke Subarachnoid,9.0,27.0,34.5,As Expected,34.13603,-118.038
9499,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,Acute Stroke Ischemic,35.0,370.0,7.3,Worse,34.13603,-118.038
9500,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,Acute Stroke Hemorrhagic,30.0,87.0,25.0,As Expected,34.13603,-118.038
9501,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,IMI,Acute Stroke,74.0,484.0,12.0,Worse,34.13603,-118.038
9504,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,CABG,Isolated CABG Operative Mor,3.0,42.0,8.178533,As Expected,34.14,-118.04
9505,2019,Los Angeles,USC Arcadia Hospital,106190529,Independent/Other,PSI,Postoperative Sepsis,7.0,1494.0,0.58,As Expected,34.13603,-118.038
9508,2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pneumonia,5.0,117.0,4.4,As Expected,34.05754,-118.36
9511,2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Hip Fracture,1.0,33.0,2.8,As Expected,34.05754,-118.36
9512,2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Heart Failure,5.0,226.0,2.1,As Expected,34.05754,-118.36
9513,2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,GI Hemorrhage,2.0,92.0,2.5,As Expected,34.05754,-118.36
9514,2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AMI,1.0,58.0,1.2,As Expected,34.05754,-118.36
9516,2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Ischemic,0.0,37.0,0.0,As Expected,34.05754,-118.36
9517,2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke,2.0,39.0,11.6,As Expected,34.05754,-118.36
9520,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pneumonia,6.0,102.0,7.0,As Expected,34.05308,-118.136
9522,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Heart Failure,1.0,120.0,1.4,As Expected,34.05308,-118.136
9525,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Hip Fracture,1.0,26.0,16.6,As Expected,34.05308,-118.136
9526,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,GI Hemorrhage,1.0,61.0,5.0,As Expected,34.05308,-118.136
9528,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AMI,0.0,19.0,0.0,As Expected,34.05308,-118.136
9529,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Ischemic,0.0,41.0,0.0,As Expected,34.05308,-118.136
9530,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Hemorrhagic,0.0,5.0,0.0,As Expected,34.05308,-118.136
9531,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke,0.0,46.0,0.0,As Expected,34.05308,-118.136
9534,2019,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",PSI,Postoperative Sepsis,1.0,243.0,0.75,As Expected,34.05308,-118.136
9535,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,CABG,Isolated CABG Operative Mor,3.0,201.0,1.877801,As Expected,34.08,-118.38
9536,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,PSI,Postoperative Sepsis,69.0,8720.0,0.69,Worse,34.07681,-118.38
9537,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pneumonia,13.0,531.0,2.3,As Expected,34.07681,-118.38
9538,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,PCI,37.0,933.0,3.2,As Expected,34.07681,-118.38
9539,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Pancreatic Resection,0.0,111.0,0.0,As Expected,34.07681,-118.38
9540,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Hip Fracture,8.0,283.0,2.0,As Expected,34.07681,-118.38
9541,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Heart Failure,51.0,1890.0,2.0,Better,34.07681,-118.38
9542,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,GI Hemorrhage,13.0,866.0,1.7,As Expected,34.07681,-118.38
9543,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AMI,48.0,788.0,5.3,As Expected,34.07681,-118.38
9544,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Subarachnoid,8.0,55.0,15.1,As Expected,34.07681,-118.38
9545,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Ischemic,29.0,532.0,5.3,As Expected,34.07681,-118.38
9546,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke Hemorrhagic,31.0,181.0,19.8,As Expected,34.07681,-118.38
9547,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Acute Stroke,68.0,768.0,8.4,As Expected,34.07681,-118.38
9548,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AAA Repair Endo Unrupture,1.0,48.0,1.1,As Expected,34.07681,-118.38
9549,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,Carotid Endarterectomy,2.0,86.0,1.0,As Expected,34.07681,-118.38
9550,2019,Los Angeles,Cedars – Sinai Medical Center,106190555,Cedars-Sinai Health System,IMI,AAA Repair Open Unrupture,0.0,5.0,0.0,As Expected,34.07681,-118.38
9551,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Pneumonia,8.0,164.0,4.5,As Expected,34.22075,-118.531
9552,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,PCI,14.0,315.0,3.3,As Expected,34.22075,-118.531
9553,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Hip Fracture,5.0,140.0,2.9,As Expected,34.22075,-118.531
9554,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Heart Failure,10.0,503.0,1.4,Better,34.22075,-118.531
9555,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,GI Hemorrhage,7.0,271.0,2.5,As Expected,34.22075,-118.531
9556,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,AMI,31.0,480.0,5.3,As Expected,34.22075,-118.531
9557,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Subarachnoid,7.0,19.0,31.5,As Expected,34.22075,-118.531
9558,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Ischemic,23.0,378.0,4.9,As Expected,34.22075,-118.531
9559,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke Hemorrhagic,34.0,117.0,21.2,As Expected,34.22075,-118.531
9560,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Acute Stroke,64.0,514.0,9.2,As Expected,34.22075,-118.531
9562,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,AAA Repair Endo Unrupture,0.0,3.0,0.0,As Expected,34.22075,-118.531
9563,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,CABG,Isolated CABG Operative Mor,2.0,75.0,2.555796,As Expected,34.22,-118.53
9564,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,PSI,Postoperative Sepsis,1.0,893.0,0.16,As Expected,34.22075,-118.531
9565,2019,Los Angeles,Northridge Hospital Medical Center,106190568,Dignity Health,IMI,Carotid Endarterectomy,0.0,21.0,0.0,As Expected,34.22075,-118.531
9569,2019,Los Angeles,Norwalk Community Hospital,106190570,Alta Hospitals System,IMI,Hip Fracture,0.0,14.0,0.0,As Expected,33.91108,-118.064
9570,2019,Los Angeles,Norwalk Community Hospital,106190570,Alta Hospitals System,IMI,Heart Failure,0.0,139.0,0.0,As Expected,33.91108,-118.064
9571,2019,Los Angeles,Norwalk Community Hospital,106190570,Alta Hospitals System,IMI,GI Hemorrhage,0.0,60.0,0.0,As Expected,33.91108,-118.064
9573,2019,Los Angeles,Norwalk Community Hospital,106190570,Alta Hospitals System,IMI,AMI,1.0,38.0,1.8,As Expected,33.91108,-118.064
9575,2019,Los Angeles,Norwalk Community Hospital,106190570,Alta Hospitals System,IMI,Acute Stroke Ischemic,0.0,23.0,0.0,As Expected,33.91108,-118.064
9577,2019,Los Angeles,Norwalk Community Hospital,106190570,Alta Hospitals System,IMI,Acute Stroke,0.0,25.0,0.0,As Expected,33.91108,-118.064
9580,2019,Los Angeles,Norwalk Community Hospital,106190570,Alta Hospitals System,IMI,Pneumonia,0.0,39.0,0.0,As Expected,33.91108,-118.064
9581,2019,Los Angeles,Norwalk Community Hospital,106190570,Alta Hospitals System,PSI,Postoperative Sepsis,0.0,20.0,0.0,As Expected,33.91108,-118.064
9582,2019,Los Angeles,College Medical Center,106190587,Independent/Other,IMI,Acute Stroke Ischemic,1.0,8.0,9.1,As Expected,33.80759,-118.193
9586,2019,Los Angeles,College Medical Center,106190587,Independent/Other,PSI,Postoperative Sepsis,0.0,17.0,0.0,As Expected,33.80759,-118.193
9587,2019,Los Angeles,College Medical Center,106190587,Independent/Other,IMI,Heart Failure,3.0,97.0,4.5,As Expected,33.80759,-118.193
9589,2019,Los Angeles,College Medical Center,106190587,Independent/Other,IMI,Hip Fracture,0.0,13.0,0.0,As Expected,33.80759,-118.193
9590,2019,Los Angeles,College Medical Center,106190587,Independent/Other,IMI,GI Hemorrhage,0.0,94.0,0.0,As Expected,33.80759,-118.193
9592,2019,Los Angeles,College Medical Center,106190587,Independent/Other,IMI,Pneumonia,1.0,51.0,3.5,As Expected,33.80759,-118.193
9595,2019,Los Angeles,College Medical Center,106190587,Independent/Other,IMI,AMI,1.0,18.0,3.1,As Expected,33.80759,-118.193
9596,2019,Los Angeles,College Medical Center,106190587,Independent/Other,IMI,Acute Stroke,1.0,8.0,16.3,As Expected,33.80759,-118.193
9598,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Heart Failure,26.0,805.0,2.9,As Expected,34.07709,-117.75
9599,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Pneumonia,6.0,166.0,3.5,As Expected,34.07709,-117.75
9600,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,PCI,10.0,288.0,2.8,As Expected,34.07709,-117.75
9601,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Pancreatic Resection,1.0,4.0,5.6,As Expected,34.07709,-117.75
9602,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Hip Fracture,3.0,189.0,1.6,As Expected,34.07709,-117.75
9603,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,GI Hemorrhage,16.0,337.0,3.2,As Expected,34.07709,-117.75
9604,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Carotid Endarterectomy,0.0,7.0,0.0,As Expected,34.07709,-117.75
9605,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,AMI,25.0,488.0,5.1,As Expected,34.07709,-117.75
9606,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Acute Stroke Subarachnoid,19.0,64.0,29.2,As Expected,34.07709,-117.75
9607,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Acute Stroke Ischemic,50.0,600.0,5.0,As Expected,34.07709,-117.75
9608,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Acute Stroke Hemorrhagic,37.0,139.0,20.3,As Expected,34.07709,-117.75
9609,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,Acute Stroke,106.0,803.0,9.2,As Expected,34.07709,-117.75
9610,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,IMI,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected,34.07709,-117.75
9611,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,CABG,Isolated CABG Operative Mor,1.0,92.0,0.8831353,As Expected,34.08,-117.75
9612,2019,Los Angeles,Pomona Valley Hospital Medical Center,106190630,Independent/Other,PSI,Postoperative Sepsis,4.0,765.0,0.59,As Expected,34.07709,-117.75
9613,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Carotid Endarterectomy,0.0,15.0,0.0,As Expected,33.96979,-118.049
9614,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Pancreatic Resection,0.0,3.0,0.0,As Expected,33.96979,-118.049
9615,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Pneumonia,3.0,245.0,1.2,As Expected,33.96979,-118.049
9616,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,PCI,16.0,301.0,4.4,As Expected,33.96979,-118.049
9617,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Hip Fracture,1.0,179.0,0.5,As Expected,33.96979,-118.049
9618,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Heart Failure,16.0,880.0,2.0,As Expected,33.96979,-118.049
9619,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,GI Hemorrhage,10.0,399.0,2.0,As Expected,33.96979,-118.049
9620,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,AMI,28.0,615.0,4.0,Better,33.96979,-118.049
9621,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Acute Stroke Subarachnoid,7.0,31.0,28.4,As Expected,33.96979,-118.049
9622,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Acute Stroke Ischemic,30.0,505.0,5.9,As Expected,33.96979,-118.049
9623,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Acute Stroke Hemorrhagic,40.0,135.0,25.0,As Expected,33.96979,-118.049
9624,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,Acute Stroke,77.0,671.0,10.7,Worse,33.96979,-118.049
9626,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,IMI,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected,33.96979,-118.049
9627,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,CABG,Isolated CABG Operative Mor,0.0,74.0,0.0,As Expected,33.97,-118.05
9628,2019,Los Angeles,PIH Health Hospital – Whittier,106190631,Independent/Other,PSI,Postoperative Sepsis,4.0,1370.0,0.41,As Expected,33.96979,-118.049
9630,2019,Los Angeles,Emanate Health Queen of the Valley Hospital,106190636,Independent/Other,IMI,Acute Stroke Ischemic,3.0,246.0,2.4,As Expected,34.06242,-117.945
